ClientName,Latitude,Longitude,ClusterNumber,centroids,UniqueClusterID
Timothy Cain,11.0975286,77.0193787,5,[11.06430224 77.0049296 ],C_5
Mr. Adam Porter,10.9879799,76.9383615,1,[10.99032947 76.94906085],C_1
Ryan Mendoza,11.0234173,76.9779665,4,[11.03458701 76.96008318],C_4
Jaime Daugherty,10.994194,76.957504,1,[10.99032947 76.94906085],C_1
Christopher Patrick,11.0145291,76.9806884,2,[11.00793952 77.00711148],C_2
Brian Henry,10.9711096,76.8908649,3,[11.02518256 76.91014288],C_3
Frank Thomas,11.0566675,77.0199087,5,[11.06430224 77.0049296 ],C_5
Sabrina Jackson,11.0831643,76.9833038,5,[11.06430224 77.0049296 ],C_5
Sally Shaw,11.0095936,77.0536312,7,[11.0320363  77.05078642],C_7
Eric Collier,11.0438049,77.0466503,7,[11.0320363  77.05078642],C_7
Paul Brown,11.0782455,77.0405281,5,[11.06430224 77.0049296 ],C_5
Justin Baker,10.9377766,76.9515928,6,[10.95437625 76.97053033],C_6
Howard Moreno,11.0344871,76.9063708,3,[11.02518256 76.91014288],C_3
Jessica Lloyd,10.9677749,77.006545,6,[10.95437625 76.97053033],C_6
Francisco Hunter,11.0214031,76.9171753,3,[11.02518256 76.91014288],C_3
Timothy Hoover,11.0224846,76.8873753,3,[11.02518256 76.91014288],C_3
John Perry,10.9961022,76.956083,1,[10.99032947 76.94906085],C_1
Deborah Morrow,11.0159781,76.9096862,3,[11.02518256 76.91014288],C_3
Mackenzie Adkins,10.993343,76.9583538,1,[10.99032947 76.94906085],C_1
Sylvia Dunn,10.9948976,76.9313561,1,[10.99032947 76.94906085],C_1
Richard Rojas,11.000735,77.0292767,2,[11.00793952 77.00711148],C_2
Andrew Burns,11.0166238,77.0631066,7,[11.0320363  77.05078642],C_7
Allison Brock,11.0078881,77.0150425,2,[11.00793952 77.00711148],C_2
Cody Day,11.0077828,77.0285317,2,[11.00793952 77.00711148],C_2
Cynthia Richardson,10.9821603,76.9668463,1,[10.99032947 76.94906085],C_1
David Hawkins,10.96635,76.9505496,6,[10.95437625 76.97053033],C_6
Justin Rollins,11.0162376,76.9247254,3,[11.02518256 76.91014288],C_3
Ryan Reed,11.0007775,76.9524243,1,[10.99032947 76.94906085],C_1
Rachel Gates,10.9981567,77.0323567,2,[11.00793952 77.00711148],C_2
Juan Carter,10.9143163,76.9484059,0,[10.90632173 76.96935831],C_0
Natalie Lee,11.0224163,76.9594727,4,[11.03458701 76.96008318],C_4
Robert Foster,11.0624533,76.9910683,5,[11.06430224 77.0049296 ],C_5
Caitlin Rodriguez,11.0557502,77.0011147,5,[11.06430224 77.0049296 ],C_5
Matthew Bailey,11.0728634,77.017344,5,[11.06430224 77.0049296 ],C_5
Stacey Scott,11.0214511,77.0004002,2,[11.00793952 77.00711148],C_2
Gloria Martin,10.90822,76.9658518,0,[10.90632173 76.96935831],C_0
Lori Smith,11.0395733,76.9323191,3,[11.02518256 76.91014288],C_3
Jessica Compton,11.0395947,76.9352515,4,[11.03458701 76.96008318],C_4
Patricia Petersen,11.0553336,77.0258506,5,[11.06430224 77.0049296 ],C_5
Michael Smith,10.9909409,76.9567143,1,[10.99032947 76.94906085],C_1
Scott Strickland,11.0447117,76.9449346,4,[11.03458701 76.96008318],C_4
Amber Sanchez,11.0496691,77.0387531,7,[11.0320363  77.05078642],C_7
Alex Massey,11.0504254,77.0181027,5,[11.06430224 77.0049296 ],C_5
Brian Brooks,11.0378129,76.8915592,3,[11.02518256 76.91014288],C_3
Gregory Harris,11.017795,76.9775036,4,[11.03458701 76.96008318],C_4
Gregory Hood,11.0241566,76.995459,2,[11.00793952 77.00711148],C_2
Jordan Ayala,11.0233689,76.9433315,4,[11.03458701 76.96008318],C_4
Crystal Schmitt,11.0175105,76.9217662,3,[11.02518256 76.91014288],C_3
Anne Schmidt,11.1130682,77.0322398,5,[11.06430224 77.0049296 ],C_5
Pamela Nelson,11.0366369,76.9735534,4,[11.03458701 76.96008318],C_4
Teresa Carey,11.0104833,76.9911448,2,[11.00793952 77.00711148],C_2
Shelley Phillips,11.0077663,77.0151041,2,[11.00793952 77.00711148],C_2
Dean Ballard,11.0230245,76.9434025,4,[11.03458701 76.96008318],C_4
Richard Robinson,10.9016378,76.9404188,0,[10.90632173 76.96935831],C_0
Diana Ross,11.0206705,77.0000288,2,[11.00793952 77.00711148],C_2
Molly Martinez,11.1132664,77.0160473,5,[11.06430224 77.0049296 ],C_5
Paige Sharp MD,11.0594775,76.9333545,4,[11.03458701 76.96008318],C_4
Sarah Simpson,10.9970969,77.0067961,2,[11.00793952 77.00711148],C_2
Scott Stevens,11.0071217,77.0337033,2,[11.00793952 77.00711148],C_2
Sheila Romero,10.9658196,76.972264,6,[10.95437625 76.97053033],C_6
Linda Gonzalez,10.9968037,76.9514959,1,[10.99032947 76.94906085],C_1
Martin Harrison,11.0323755,76.9441221,4,[11.03458701 76.96008318],C_4
Stephen Griffin,10.9556208,76.9660327,6,[10.95437625 76.97053033],C_6
Eric Romero,10.9546046,76.9538303,6,[10.95437625 76.97053033],C_6
Susan Lopez,11.042188,77.0028215,5,[11.06430224 77.0049296 ],C_5
Sarah Walters,11.0256054,76.9652958,4,[11.03458701 76.96008318],C_4
Brian Morrison,11.02435,76.9670167,4,[11.03458701 76.96008318],C_4
John Luna,10.9438869,76.9333667,6,[10.95437625 76.97053033],C_6
Mark Waters,10.9911959,76.9632262,1,[10.99032947 76.94906085],C_1
Bradley Davenport,10.9878564,76.9714859,1,[10.99032947 76.94906085],C_1
Bobby Gallegos,10.9922905,76.9584835,1,[10.99032947 76.94906085],C_1
Henry Mcclure,10.9856195,76.9642896,1,[10.99032947 76.94906085],C_1
Reginald Johnston,11.0392654,76.9899358,5,[11.06430224 77.0049296 ],C_5
Theresa Doyle,10.9962609,76.9579706,1,[10.99032947 76.94906085],C_1
Jessica Boyer,11.0405609,76.9778247,4,[11.03458701 76.96008318],C_4
Margaret Smith,11.0135167,77.0630046,7,[11.0320363  77.05078642],C_7
Zachary Anderson,11.0227645,77.0072442,2,[11.00793952 77.00711148],C_2
Kari West,10.9874529,76.9714106,1,[10.99032947 76.94906085],C_1
Anthony Fuller,11.0402387,76.9495271,4,[11.03458701 76.96008318],C_4
Pamela Delacruz,11.0483198,77.0012396,5,[11.06430224 77.0049296 ],C_5
Marcus Cooper,10.9482156,76.9356561,6,[10.95437625 76.97053033],C_6
Jennifer Riggs,11.0319275,76.9751972,4,[11.03458701 76.96008318],C_4
Nicholas Rogers,10.990498,76.9990646,2,[11.00793952 77.00711148],C_2
Michael Schroeder,11.029703,76.999758,2,[11.00793952 77.00711148],C_2
David Carr,11.0611051,76.9952502,5,[11.06430224 77.0049296 ],C_5
Kelly Stokes,10.9999324,76.9541688,1,[10.99032947 76.94906085],C_1
Dr. Tony Martinez,11.042914,76.9604384,4,[11.03458701 76.96008318],C_4
Andrew Long,10.9939569,76.9880774,2,[11.00793952 77.00711148],C_2
Timothy Jackson,11.0106035,77.0094851,2,[11.00793952 77.00711148],C_2
James Henderson PhD,11.0055511,76.9921698,2,[11.00793952 77.00711148],C_2
Matthew Wood,11.0070386,77.0259007,2,[11.00793952 77.00711148],C_2
Paul Parker,10.9527304,76.9711811,6,[10.95437625 76.97053033],C_6
Gabrielle Turner,10.8826807,76.9951231,0,[10.90632173 76.96935831],C_0
Jon Pruitt,11.003705,77.0476399,7,[11.0320363  77.05078642],C_7
Michael Stone,11.030175,76.9631238,4,[11.03458701 76.96008318],C_4
Michael Ware,11.0310506,77.0009125,2,[11.00793952 77.00711148],C_2
Taylor Thompson,11.05461,77.0631801,7,[11.0320363  77.05078642],C_7
Paul Fischer,10.972236,76.967197,6,[10.95437625 76.97053033],C_6
Taylor Guzman,10.9587514,76.9264239,1,[10.99032947 76.94906085],C_1
Jesse Rogers,11.1019378,76.9944875,5,[11.06430224 77.0049296 ],C_5
Melissa Rogers,10.9486014,76.9793397,6,[10.95437625 76.97053033],C_6
Charles Henderson,10.8822105,76.9954472,0,[10.90632173 76.96935831],C_0
Rebecca Noble,10.9674388,76.9468937,1,[10.99032947 76.94906085],C_1
Jacqueline Pierce,11.0379554,76.9732083,4,[11.03458701 76.96008318],C_4
Jessica Smith,11.0276685,77.0142554,2,[11.00793952 77.00711148],C_2
Jeffrey Jordan,10.9622418,76.9919379,6,[10.95437625 76.97053033],C_6
Troy Johnson,11.0296719,76.8910963,3,[11.02518256 76.91014288],C_3
Tim Bradford,11.0584238,77.0054338,5,[11.06430224 77.0049296 ],C_5
Jaclyn Hall MD,10.9530147,76.963244,6,[10.95437625 76.97053033],C_6
Paula Braun,10.9559009,76.9894385,6,[10.95437625 76.97053033],C_6
Lance Reynolds,10.9430807,76.9411275,6,[10.95437625 76.97053033],C_6
Sean Figueroa,10.9474209,76.928835,6,[10.95437625 76.97053033],C_6
Daniel Lambert,11.0283793,76.9010941,3,[11.02518256 76.91014288],C_3
Melissa Campbell,10.9526612,76.9794422,6,[10.95437625 76.97053033],C_6
Stephen Bass,11.0601396,76.9971888,5,[11.06430224 77.0049296 ],C_5
John Gill,11.0295772,76.9652061,4,[11.03458701 76.96008318],C_4
Barbara Wilson,11.0338826,76.9343401,3,[11.02518256 76.91014288],C_3
Jennifer Potter,11.1124484,77.0297919,5,[11.06430224 77.0049296 ],C_5
Gina Robinson,10.9590062,76.9731206,6,[10.95437625 76.97053033],C_6
Karen Medina,10.9633757,76.9018818,1,[10.99032947 76.94906085],C_1
Angela Castillo,11.1030983,77.0100742,5,[11.06430224 77.0049296 ],C_5
Jonathan Rodriguez,10.991839,76.9496949,1,[10.99032947 76.94906085],C_1
Kenneth Williams,11.0078881,77.0150427,2,[11.00793952 77.00711148],C_2
Zoe Walker,11.0650318,76.9406527,4,[11.03458701 76.96008318],C_4
Vicki Boyd,11.0344564,76.9687903,4,[11.03458701 76.96008318],C_4
Michael Castro,11.0259618,76.9605495,4,[11.03458701 76.96008318],C_4
John Reed,11.0220997,77.0220031,2,[11.00793952 77.00711148],C_2
Timothy Moore,10.9948855,76.9582831,1,[10.99032947 76.94906085],C_1
Marco Dominguez,11.030457,76.985859,4,[11.03458701 76.96008318],C_4
Maria Mosley,10.9753094,76.9945534,6,[10.95437625 76.97053033],C_6
Robert Gill,11.0343509,76.9566637,4,[11.03458701 76.96008318],C_4
Angela Roy,10.9916384,76.9429545,1,[10.99032947 76.94906085],C_1
Fernando Perez,11.0476874,76.9562018,4,[11.03458701 76.96008318],C_4
Kenneth Nelson,11.1013156,76.9900464,5,[11.06430224 77.0049296 ],C_5
Grant Sanchez,11.0065348,76.9917818,2,[11.00793952 77.00711148],C_2
Patricia Miller,10.9949562,76.9591607,1,[10.99032947 76.94906085],C_1
Heidi Humphrey,10.9245912,76.9833557,0,[10.90632173 76.96935831],C_0
Jackie Munoz,11.0344482,76.9677129,4,[11.03458701 76.96008318],C_4
Jennifer Cervantes,10.9516977,76.980331,6,[10.95437625 76.97053033],C_6
Rachel Cole,11.0347926,77.0050972,2,[11.00793952 77.00711148],C_2
Dr. Sergio Morse,11.0193337,77.014274,2,[11.00793952 77.00711148],C_2
Amanda Holmes,11.0078833,77.0149794,2,[11.00793952 77.00711148],C_2
Kathleen Stokes,10.9868385,76.9403066,1,[10.99032947 76.94906085],C_1
Amy Arias,11.0095356,76.9926441,2,[11.00793952 77.00711148],C_2
Amanda Bishop,11.012528,77.009195,2,[11.00793952 77.00711148],C_2
Ronald Bowen,11.0072335,76.9129914,3,[11.02518256 76.91014288],C_3
Michael Harvey,11.0015298,76.9539768,1,[10.99032947 76.94906085],C_1
Jason Huber,11.0737253,77.0118838,5,[11.06430224 77.0049296 ],C_5
Charles Cain,11.0782119,77.038094,5,[11.06430224 77.0049296 ],C_5
Kyle Benitez,10.9660878,77.0028917,6,[10.95437625 76.97053033],C_6
Yvonne Walker,11.0438439,76.9420303,4,[11.03458701 76.96008318],C_4
Erika Perez,10.9178973,76.9484008,0,[10.90632173 76.96935831],C_0
Eric Durham,11.0476577,76.9717855,4,[11.03458701 76.96008318],C_4
Michael Black,11.0268331,76.9881293,2,[11.00793952 77.00711148],C_2
Karen Jimenez,11.0171862,77.0430817,7,[11.0320363  77.05078642],C_7
Randy Nguyen,10.9961381,77.0008276,2,[11.00793952 77.00711148],C_2
Laura Ford,11.063883,77.0372272,5,[11.06430224 77.0049296 ],C_5
Daniel Villa,11.0434624,76.9480003,4,[11.03458701 76.96008318],C_4
Jeffrey Davis DVM,11.005912,76.912943,3,[11.02518256 76.91014288],C_3
Jason Berg,11.0268142,76.9482383,4,[11.03458701 76.96008318],C_4
James Lynn,11.0368619,76.891195,3,[11.02518256 76.91014288],C_3
Travis Lam,10.9287983,76.9850488,0,[10.90632173 76.96935831],C_0
Kristin Clay,10.990371,76.9592323,1,[10.99032947 76.94906085],C_1
April Huang,10.9563215,76.9708778,6,[10.95437625 76.97053033],C_6
Marissa Young,10.992828,76.9421619,1,[10.99032947 76.94906085],C_1
Michael Hughes,10.9587288,76.9718569,6,[10.95437625 76.97053033],C_6
Dana Barr,11.0272173,76.961683,4,[11.03458701 76.96008318],C_4
William Goodwin,10.9933606,76.958384,1,[10.99032947 76.94906085],C_1
Joseph Clark,10.9452908,76.9833458,6,[10.95437625 76.97053033],C_6
Thomas Olson,11.0622378,77.0272655,5,[11.06430224 77.0049296 ],C_5
Ronald Fernandez,10.9941237,76.957634,1,[10.99032947 76.94906085],C_1
Christopher Moran,11.0579911,77.0052589,5,[11.06430224 77.0049296 ],C_5
Dustin Gill,10.9674852,76.8604011,3,[11.02518256 76.91014288],C_3
Tammy Glass,11.025314,76.9470307,4,[11.03458701 76.96008318],C_4
Michelle Blair,10.9483671,76.9355448,6,[10.95437625 76.97053033],C_6
Michele Huff,11.0305966,76.9529145,4,[11.03458701 76.96008318],C_4
Dawn Thomas,11.0792212,77.0028797,5,[11.06430224 77.0049296 ],C_5
Kimberly Velasquez,11.0343786,76.9562191,4,[11.03458701 76.96008318],C_4
Briana Perez,11.0297226,76.9698985,4,[11.03458701 76.96008318],C_4
Jessica Morrison,11.0033635,76.9980598,2,[11.00793952 77.00711148],C_2
Kelli Porter,10.9905838,76.9412761,1,[10.99032947 76.94906085],C_1
Peggy Thompson,10.9534446,76.9898299,6,[10.95437625 76.97053033],C_6
Erin Malone,11.05047,77.0388333,7,[11.0320363  77.05078642],C_7
Karen Carter,11.0358188,76.9811141,4,[11.03458701 76.96008318],C_4
Colleen Mccall,10.9462097,76.9327967,6,[10.95437625 76.97053033],C_6
Christopher Hunter,11.0394111,76.928835,3,[11.02518256 76.91014288],C_3
Victoria Bailey,11.009405,77.0291733,2,[11.00793952 77.00711148],C_2
Tammy Zhang,11.0357384,76.97823,4,[11.03458701 76.96008318],C_4
Mark Cruz,10.9994983,76.9516141,1,[10.99032947 76.94906085],C_1
Dr. Jacob Cooper,11.0188771,76.9670557,4,[11.03458701 76.96008318],C_4
Brian Brown,11.030423,76.8917319,3,[11.02518256 76.91014288],C_3
George George,10.9598711,76.9812041,6,[10.95437625 76.97053033],C_6
Robert Rowe,10.9922609,76.9586309,1,[10.99032947 76.94906085],C_1
Tracy Ross,11.0116102,77.0075296,2,[11.00793952 77.00711148],C_2
Matthew Richards,11.0045948,76.9955566,2,[11.00793952 77.00711148],C_2
Victoria Mitchell,11.027533,77.0339234,7,[11.0320363  77.05078642],C_7
Brandon Ford,11.0300372,76.9530338,4,[11.03458701 76.96008318],C_4
Lori Nelson,10.9943772,76.9581175,1,[10.99032947 76.94906085],C_1
Marie Goodman,11.0768055,77.0025272,5,[11.06430224 77.0049296 ],C_5
Roberta Short,11.0151787,76.9284748,3,[11.02518256 76.91014288],C_3
Cynthia Jackson,11.002952,77.0426139,7,[11.0320363  77.05078642],C_7
Bailey Martinez,11.02836,76.9326189,3,[11.02518256 76.91014288],C_3
Luke Gilmore,11.0369676,76.9613881,4,[11.03458701 76.96008318],C_4
Amber Duran,11.0500236,77.014039,5,[11.06430224 77.0049296 ],C_5
Arthur Benjamin,11.075689,77.0024032,5,[11.06430224 77.0049296 ],C_5
John Rice,11.0283504,76.9577643,4,[11.03458701 76.96008318],C_4
Mrs. Kristen Cook,10.9537298,76.9729167,6,[10.95437625 76.97053033],C_6
Michael Gomez,11.0653542,77.0005136,5,[11.06430224 77.0049296 ],C_5
April Collins,11.0171601,76.965551,4,[11.03458701 76.96008318],C_4
Andrew Bowers,10.9938529,76.9575417,1,[10.99032947 76.94906085],C_1
Roger Brown,11.0343885,77.004262,2,[11.00793952 77.00711148],C_2
Sandra Miles,10.9906572,76.9577104,1,[10.99032947 76.94906085],C_1
Jessica Price,10.9601878,76.972609,6,[10.95437625 76.97053033],C_6
Matthew Williams,10.9653161,76.9857302,6,[10.95437625 76.97053033],C_6
Jennifer Smith,11.0307151,76.9528608,4,[11.03458701 76.96008318],C_4
Cindy Patel,11.0595916,76.9459112,4,[11.03458701 76.96008318],C_4
Victoria Lopez,11.0040879,76.9548557,1,[10.99032947 76.94906085],C_1
Randall Jefferson,10.9066917,76.9652634,0,[10.90632173 76.96935831],C_0
Richard Kelley,10.9549078,76.9697075,6,[10.95437625 76.97053033],C_6
Stephen Gallagher,11.0078991,77.0150124,2,[11.00793952 77.00711148],C_2
Angela Hernandez,10.9715118,76.9129018,1,[10.99032947 76.94906085],C_1
Anthony Hall,11.0541609,77.0649329,7,[11.0320363  77.05078642],C_7
Heidi Cruz,11.0551108,77.0646452,7,[11.0320363  77.05078642],C_7
Sandra Hebert,10.9400015,76.9728612,6,[10.95437625 76.97053033],C_6
Christopher Smith,11.0194266,76.9626426,4,[11.03458701 76.96008318],C_4
Joseph Wells,11.0198078,77.0186486,2,[11.00793952 77.00711148],C_2
Cynthia Watson,11.02291,76.9781285,4,[11.03458701 76.96008318],C_4
James Mccullough,11.0584699,77.0237488,5,[11.06430224 77.0049296 ],C_5
Annette Carpenter,11.004706,77.0507863,7,[11.0320363  77.05078642],C_7
Christopher Adkins,10.9860096,76.9394825,1,[10.99032947 76.94906085],C_1
Lauren Stewart,11.020995,77.06432,7,[11.0320363  77.05078642],C_7
Eric Quinn,11.0568831,77.0150128,5,[11.06430224 77.0049296 ],C_5
Alan Parker,10.9597348,76.9806223,6,[10.95437625 76.97053033],C_6
Kathleen Smith,10.9566382,76.9008176,1,[10.99032947 76.94906085],C_1
James Byrd,11.0503799,77.0496999,7,[11.0320363  77.05078642],C_7
Felicia Williams,11.0642917,76.9438217,4,[11.03458701 76.96008318],C_4
Jake Quinn,11.0275303,77.0004217,2,[11.00793952 77.00711148],C_2
Michael Duncan,10.911778,77.0027858,0,[10.90632173 76.96935831],C_0
Steve Sanders,11.0154302,76.9841466,2,[11.00793952 77.00711148],C_2
Rachel Smith,10.9601181,76.9714778,6,[10.95437625 76.97053033],C_6
Brandon Taylor,11.0291015,76.8944669,3,[11.02518256 76.91014288],C_3
Donna Parker,11.0621366,77.0375561,5,[11.06430224 77.0049296 ],C_5
Hunter Woodard,11.0063694,77.0468547,7,[11.0320363  77.05078642],C_7
Teresa Burton,11.0331211,76.9914471,2,[11.00793952 77.00711148],C_2
Miranda Warren,11.012246,76.9241781,3,[11.02518256 76.91014288],C_3
Nicholas Pacheco,10.9930173,76.9324814,1,[10.99032947 76.94906085],C_1
Jason Walker,10.9992633,77.0562806,7,[11.0320363  77.05078642],C_7
Evelyn Maxwell,10.9910592,76.994569,2,[11.00793952 77.00711148],C_2
David Moore,11.0346421,76.9623256,4,[11.03458701 76.96008318],C_4
David Andrade,10.9909268,76.9939366,2,[11.00793952 77.00711148],C_2
Michael Kelly,11.0348017,76.9356008,4,[11.03458701 76.96008318],C_4
Joshua Bowers,11.0347719,76.9176694,3,[11.02518256 76.91014288],C_3
Peter Herrera,11.0522005,77.0145981,5,[11.06430224 77.0049296 ],C_5
Edward Murray,11.0132821,76.9422992,1,[10.99032947 76.94906085],C_1
Shannon Perez,11.0275495,76.9948251,2,[11.00793952 77.00711148],C_2
Michelle Arnold,10.9912423,76.9527983,1,[10.99032947 76.94906085],C_1
Mary Campbell,11.0472594,76.9741975,4,[11.03458701 76.96008318],C_4
Mary Fox,11.0307595,76.9457061,4,[11.03458701 76.96008318],C_4
Randy Collins,11.0525001,77.0145599,5,[11.06430224 77.0049296 ],C_5
Sarah Lewis,10.9607462,76.9724566,6,[10.95437625 76.97053033],C_6
Matthew Collins,11.0451111,77.0004476,5,[11.06430224 77.0049296 ],C_5
Amy Wright,10.9875676,76.9368199,1,[10.99032947 76.94906085],C_1
Matthew Clarke,10.9624686,76.9743867,6,[10.95437625 76.97053033],C_6
Stanley James,11.0094927,77.0256913,2,[11.00793952 77.00711148],C_2
Wesley Mathews,11.0342327,76.9744573,4,[11.03458701 76.96008318],C_4
Caleb Hayes,10.9425803,76.9784906,6,[10.95437625 76.97053033],C_6
Rhonda Johnson,11.0314358,76.9443094,4,[11.03458701 76.96008318],C_4
Sheila Rivera,11.0255858,76.9864307,2,[11.00793952 77.00711148],C_2
Ashley Bell,10.9935871,76.9935584,2,[11.00793952 77.00711148],C_2
Angela Hughes,11.0196321,76.9686871,4,[11.03458701 76.96008318],C_4
Roger Meza,11.0581588,76.9144276,3,[11.02518256 76.91014288],C_3
Phillip Ferguson,11.0116067,77.0243294,2,[11.00793952 77.00711148],C_2
Kathryn Cabrera,10.996581,76.9497097,1,[10.99032947 76.94906085],C_1
David Wolfe,11.0793378,77.0028215,5,[11.06430224 77.0049296 ],C_5
Tonya Wright,10.9946175,76.9748103,1,[10.99032947 76.94906085],C_1
Linda Miller,10.9605348,76.954628,6,[10.95437625 76.97053033],C_6
Brandon Lewis,10.9967184,76.9473379,1,[10.99032947 76.94906085],C_1
Kara Thompson,10.9933537,76.9583627,1,[10.99032947 76.94906085],C_1
Donna Giles,11.0197042,77.026367,2,[11.00793952 77.00711148],C_2
Becky Long,10.9961291,76.957792,1,[10.99032947 76.94906085],C_1
Kevin Richards,11.0300538,76.8967762,3,[11.02518256 76.91014288],C_3
Jill Carter,11.0337918,76.934099,3,[11.02518256 76.91014288],C_3
William Lynch,10.9898225,76.9572402,1,[10.99032947 76.94906085],C_1
Cameron Warner,10.9645754,76.9880408,6,[10.95437625 76.97053033],C_6
Erin Ibarra,10.9654515,76.8268663,3,[11.02518256 76.91014288],C_3
Brett Wagner,11.0768727,77.0026914,5,[11.06430224 77.0049296 ],C_5
Kathy Collier,10.9930914,76.9435008,1,[10.99032947 76.94906085],C_1
Theresa Garcia,11.0233078,76.9598524,4,[11.03458701 76.96008318],C_4
Paula Johnston,11.0490759,77.0001421,5,[11.06430224 77.0049296 ],C_5
Chelsea Rodriguez,11.0527399,77.0735848,7,[11.0320363  77.05078642],C_7
Steven Osborne,11.0255956,76.9723784,4,[11.03458701 76.96008318],C_4
Hayley Wilson,11.015683,76.9839721,2,[11.00793952 77.00711148],C_2
Michelle Dillon,10.9963212,76.9554633,1,[10.99032947 76.94906085],C_1
Erik Lewis,11.0139529,77.0181199,2,[11.00793952 77.00711148],C_2
Dylan Freeman,10.9436294,76.9335668,6,[10.95437625 76.97053033],C_6
Troy Huerta,10.9588416,76.9719101,6,[10.95437625 76.97053033],C_6
Jennifer Miller,10.9047754,76.9635959,0,[10.90632173 76.96935831],C_0
Nancy Sanchez,11.0816994,77.001681,5,[11.06430224 77.0049296 ],C_5
Haley Phillips,11.0541534,77.0423891,7,[11.0320363  77.05078642],C_7
Shaun Fields,11.031974,76.9443472,4,[11.03458701 76.96008318],C_4
